Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Price range
Biryani Bot,New Delhi,"H Pocket Market, Sarita Vihar, New Delhi",Sarita Vihar,0,0,Biryani,1
Brij Ki Rasoi,New Delhi,"Main Market, Madanpur Khadar, Sarita Vihar, Sarita Vihar, New Delhi",Sarita Vihar,77.2998315,28.5335902,"North Indian, South Indian, Mughlai",1
Devika Restaurant,New Delhi,"373-A, Pocket-N, Near Sarita Vihar Police Chowki, Sarita Vihar, New Delhi",Sarita Vihar,77.2985607,28.5378528,South Indian,1
Facebook Fast Food,New Delhi,"Shop 1, Madan Pur Khadar, Sarita Vihar, New Delhi",Sarita Vihar,77.2991003,28.5335599,"North Indian, Mughlai, Chinese",2
Jo's Peace of Cake,New Delhi,"L-321, Sarita Vihar, New Delhi",Sarita Vihar,77.2961381,28.5375838,"Bakery, Desserts",1
Kaka's Tiffin Service,New Delhi,"Pocket L, Sarita Vihar Market, Opposite GD Goenka School, Sarita Vihar, New Delhi",Sarita Vihar,77.2963255,28.5374192,North Indian,1
MK Tiffin Service,New Delhi,"GF-771, Sukhdev Complex, Sarita Vihar, New Delhi",Sarita Vihar,77.2853594,28.5388021,North Indian,1
Moni Bakers,New Delhi,"5-A/1, Main Market, Madanpur Khadar, Near Aggarwal Sweets, Pocket D & E, Sarita Vihar, New Delhi",Sarita Vihar,77.2972152,28.5325746,Bakery,1
Nutri Lunch,New Delhi,"B-422, Sarita Vihar, New Delhi",Sarita Vihar,77.2921201,28.532939,North Indian,1
Om Aggarwal Sweets,New Delhi,"2 A, Pocket M & N, Janta Flats, Sarita Vihar, New Delhi",Sarita Vihar,77.2985251,28.5384507,Mithai,1
Sansar Hotel,New Delhi,"E Block, Chauhan Market, Near DDA Market, Sarita Vihar, New Delhi",Sarita Vihar,77.2976641,28.532348,North Indian,1
Shama Muradabadi Chicken Biryani,New Delhi,"Shop 3, 4B, Choudhry Nathu Singh Market, Main Road, Madanpur Khadar, Sarita Vihar, New Delhi",Sarita Vihar,77.2990585,28.5334587,Mughlai,1
Midnight Delight,New Delhi,"Near Sarita Vihar Metro Station, Sarita Vihar, New Delhi",Sarita Vihar,77.2884321,28.5293671,"North Indian, Chinese",1
Ashok & Ashok Meat Dhaba,New Delhi,"Shop 2, Ring Road, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1936317,28.5694278,North Indian,2
Durga Sweets Corner,New Delhi,"139, Near Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1940306,28.5697442,"Mithai, Street Food",1
Hot Pot,New Delhi,"Opposite NDMC, DLF Plaza, Main Market, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1954232,28.5762852,"Fast Food, Street Food",1
Kwic Bitte Restaurant,New Delhi,"132, Sarojini Nagar Market, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1957611,28.5761246,"Chinese, South Indian",1
Khandani Pakodewala,New Delhi,"Ring Road Market, Nauroji Nagar, Near Sarojini Nagar, New Delhi",Sarojini Nagar,77.1937667,28.5697323,Street Food,1
Kulcha King,New Delhi,"Shop 144, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1940263,28.5697787,Street Food,1
Cake Spot,New Delhi,"Shop 6, Nehru Nagar, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1939753,28.5696602,"Bakery, Fast Food",1
Chicken Point,New Delhi,"Shop 81, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1936712,28.5699787,"Mughlai, North Indian",2
Chowringhee,New Delhi,"Shop 6, Ring Road Market, Nauroji Nagar, Near, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1930423,28.5695602,Fast Food,1
Koolees Milkshake Bar,New Delhi,"85, Ring Road Market, Sulekha Vihar, Sarojini Nagar, New Delhi",Sarojini Nagar,0,0,Beverages,1
Krispy Kitchen,New Delhi,"Shop 1, P-2 Vikas Commercial Complex, Pillangi Village, Sarojini Nagar, New Delhi",Sarojini Nagar,77.2012795,28.5797196,"Chinese, Fast Food",1
Mughlai Point,New Delhi,"Shop 78, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,77.1938509,28.5698167,Mughlai,1
Shama Chicken Corner,New Delhi,"Shop 3, Ring Road Market, Sarojni Nagar New Delhi",Sarojini Nagar,77.1935675,28.5694755,Mughlai,1
Alfa Kathi Rolls,New Delhi,"Shop 8, Opposite HDFC ATM, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,77.1687579,28.5875672,Fast Food,1
Angeethi Express,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1700401,28.5879735,"North Indian, Chinese, Fast Food",1
Backbenchers,New Delhi,"294, 2nd Floor, Satyaniketan, New Delhi",Satyaniketan,77.1692313,28.5887026,"Cafe, Continental, Italian, North Indian",2
Bake Day,New Delhi,"214, Satyaniketan, New Delhi",Satyaniketan,77.1690516,28.5876997,"Bakery, Fast Food",1
Balaji Dhaba,New Delhi,"4, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,77.1689617,28.5876911,North Indian,1
Bhukkad,New Delhi,"295, First Floor, Satyaniketan, New Delhi",Satyaniketan,77.169099,28.588787,North Indian,2
Cafe Coffee Day,New Delhi,"13, South Campus, Satyaniketan, New Delhi",Satyaniketan,77.1688269,28.5884398,Cafe,1
Cafe Cones & Curries,New Delhi,"Shop 7, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,77.1672543,28.5877965,"Fast Food, North Indian",1
Cafe Trance & Lounge,New Delhi,"286, Basement, Satyaniketan, New Delhi",Satyaniketan,77.1688109,28.5884242,"Cafe, Fast Food",2
Chinese Hut,New Delhi,"181, Satyaniketan, New Delhi",Satyaniketan,77.1693212,28.587367,Chinese,2
Chocolate Square,New Delhi,"116, Satyaniketan, New Delhi",Satyaniketan,77.1688269,28.5880814,"Bakery, Desserts",1
Chocolate Temptation,New Delhi,"60, Satyaniketan, New Delhi",Satyaniketan,77.1684226,28.5878187,"Bakery, Desserts",2
Flirty Momo's,New Delhi,"Shop 3, Building 12, Satyaniketan, New Delhi",Satyaniketan,77.1683952,28.5883364,Chinese,1
Food Junkies,New Delhi,"181/2, Satya Niketan Market, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,0,0,"North Indian, Chinese, Mughlai",1
Frozen Fantasy,New Delhi,"295, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,77.1691415,28.5888732,"Desserts, Beverages",1
Hooters,New Delhi,"297, Satyaniketan, New Delhi",Satyaniketan,0,0,"Continental, Mexican, Fast Food, North Indian, Chinese",2
Katwalk Lounge,New Delhi,"68, Near Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1683813,28.5880382,"Cafe, Italian",2
Mom Hand Momos,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.16901079,28.58770395,Chinese,1
Muradabadi Biryani Centre,New Delhi,"Shop 2, Mini Market, Satyaniketan, New Delhi",Satyaniketan,77.1690325,28.5875051,Mughlai,1
NCR Cafe ,New Delhi,"3rd Floor, Building 15, Satyaniketan, New Delhi",Satyaniketan,77.1670746,28.5876001,"Cafe, Chinese, Fast Food",2
Peri Peri Momos,New Delhi,"57, Satya Niketan Road, Satyaniketan, New Delhi",Satyaniketan,77.16854351,28.58765741,"Chinese, Fast Food",1
RosartÌ© Chocolate,New Delhi,"A/19, West End, Satyaniketan, New Delhi",Satyaniketan,77.1652844,28.5738064,Desserts,1
Shanghai Restaurant,New Delhi,"9, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,77.1691415,28.587529,"North Indian, Mughlai, Chinese",1
SharpShooters Roof Top Cafe,New Delhi,"282, Roof Top, Benito Juarez Marg, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,77.1687371,28.5885208,"Cafe, Chinese, Italian",1
Stuti Restaurant,New Delhi,"6, Satyaniketan, New Delhi",Satyaniketan,77.1689617,28.5875118,North Indian,1
The Addictions,New Delhi,"99, Satyaniketan, New Delhi",Satyaniketan,77.1683776,28.5879488,"North Indian, Chinese",1
The Kahuna,New Delhi,"House 4-5, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,0,0,"Chinese, Continental, Italian, North Indian",2
Turn Up,New Delhi,"296, 2nd Floor Satyaniketan, Satyaniketan, New Delhi",Satyaniketan,77.1692496,28.5887711,"North Indian, Chinese",3
Wow! Momo,New Delhi,"289, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,77.1691141,28.5887241,"Chinese, Fast Food",1
Echoes Satyaniketan,New Delhi,"17, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1671645,28.5876087,"Cafe, Continental, Italian, Mexican, Chinese, American",2
#OFF Campus,New Delhi,"284, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1687371,28.5885208,"Cafe, Continental, Italian, Fast Food",2
2 Bandits Lounge & Bar,New Delhi,"16, 1st & 2nd Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1670164,28.5876339,"Italian, Continental, Mexican, North Indian",3
"34, Chowringhee Lane",New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1684675,28.5884054,Fast Food,1
Amigo's Hub,New Delhi,"96, Opposite Sri Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1683327,28.5879893,"Cafe, Fast Food",2
CAD M CAD B,New Delhi,"Shop 10, Satyaniketan, New Delhi",Satyaniketan,77.1690522,28.5875169,"Fast Food, Italian, Beverages",2
Cafe 121,New Delhi,"121, Satyaniketan, New Delhi",Satyaniketan,77.1686921,28.5882925,"Continental, American, Italian, North Indian, Chinese",2
Cafe Hera Pheri,New Delhi,"2, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1676138,28.5879205,"Cafe, Italian, Chinese, North Indian",2
Cafe Tansen,New Delhi,"14, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1670746,28.5876897,"North Indian, Chinese",2
CafÌ¬ Befikre,New Delhi,"289, 1st Floor, Satyaniketan, New Delhi",Satyaniketan,77.17,28.59,"Chinese, Continental",2
CafÌ© 101,New Delhi,"101, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1683776,28.5879488,"Cafe, Italian, North Indian",2
Canteen Till I Die,New Delhi,"107, Ground Floor, Opposite Sri Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1684226,28.5879083,"Cafe, Fast Food",1
China Bowl,New Delhi,"10, Satyaniketan Market, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1674341,28.5879033,"Chinese, Thai, Japanese, Tibetan",2
Chowringhee,New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1682428,28.5880703,"Street Food, Chinese, North Indian",2
Crazy Kitchen Lounge & Terrace,New Delhi,"37, Near HDFC ATM, Satyaniketan, New Delhi",Satyaniketan,77.1678462,28.5881358,"North Indian, Chinese, Italian",2
FrenZone,New Delhi,"17, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,77.1670746,28.5876001,"North Indian, Chinese, Fast Food, Cafe",2
Giani,New Delhi,"Shop 93, Main Market, Satyaniketan, New Delhi",Satyaniketan,77.1683478,28.5882542,"Ice Cream, Desserts",1
Grill Master,New Delhi,"106, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,77.16855716,28.58764742,Fast Food,1
High On Burgers,New Delhi,"57, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1691415,28.587529,"Fast Food, Burger",1
Kev's,New Delhi,"298, Satyaniketan, New Delhi",Satyaniketan,77.1688007,28.5885707,Fast Food,1
Madira,New Delhi,"289, 2nd Floor, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,77.1689183,28.588887,"Cafe, North Indian, Chinese",2
Nature Hut Cafe,New Delhi,"295, Upper Ground Floor, Satyaniketan, New Delhi",Satyaniketan,77.1691864,28.5888327,"Chinese, Thai, Continental, Fast Food, North Indian",2
Papa Buns,New Delhi,"Shop 286, Satyaniketan, New Delhi",Satyaniketan,0,0,Cafe,1
Pirates of Campus,New Delhi,"1st Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,77.1672543,28.5877069,"Cafe, North Indian, Continental, Italian",2
Subway,New Delhi,"284, Main Market, Near Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1687371,28.5885208,"American, Fast Food, Salad, Healthy Food",2
Sushiya Express,New Delhi,"Shop 10, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,77.1685561,28.5883121,"Sushi, Asian",2
The Chai Story,New Delhi,"292, 1st Floor, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,77.1690516,28.5885957,Cafe,1
The Food Truck Cafe,New Delhi,"Plot 69, Near HDFC Bank ATM, Satyaniketan, New Delhi",Satyaniketan,77.1679732,28.5881341,Cafe,2
The Punter House,New Delhi,"2nd & 3rd Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,77.1672543,28.5877069,"Cafe, Continental, Mexican, Italian, North Indian, Chinese",2
Thikaana,New Delhi,"2, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1677396,28.5880523,"Cafe, Continental, Italian, Chinese",2
Tin Town CafÌ©,New Delhi,"37, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,77.1676587,28.5880592,"Cafe, North Indian, Continental, Chinese",2
Uptown Cafe,New Delhi,"4-5, Satyaniketan, New Delhi",Satyaniketan,77.1676138,28.5880101,"Cafe, Continental, Chinese, North Indian, Italian",3
Vadapav Junction,New Delhi,"Outlet 1, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,77.1689617,28.5876911,Street Food,1
Crispers,New Delhi,"96, Opposite Venkteshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1683519,28.5880191,"Fast Food, Beverages",1
Pizza Hut Delivery,New Delhi,"Shop 72, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1679982,28.5881378,"Italian, Pizza",2
Wrapss,New Delhi,"Shop 123-124, Ground Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1684675,28.5884054,"Chinese, Fast Food",1
Big Yellow Door,New Delhi,"H-8, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1675239,28.5879119,"Cafe, Fast Food, Italian",2
Bombay Brunch,New Delhi,"296, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,77.1691864,28.5888327,"Street Food, South Indian",1
Burgrill,New Delhi,"123-124, Satyaniketan, New Delhi",Satyaniketan,77.1684226,28.5884459,"Burger, Fast Food",1
Cafe Kazbaah,New Delhi,"67, Satyaniketan, New Delhi",Satyaniketan,77.1683221,28.5879999,"Cafe, Italian, Continental",2
Eat Golf Repeat,New Delhi,"11, 2nd Floor, Opposite Venketeshwar College, Satyaniketan, New Delhi",Satyaniketan,77.1671645,28.5877879,"Cafe, Italian, Continental, Mexican",2
Espress-o-Ville,New Delhi,"11, Ground Floor, South Moti Bagh, Satyaniketan, New Delhi",Satyaniketan,77.1672993,28.5876664,"Cafe, Continental, Italian",2
Frosty Rollies,New Delhi,"93, Satya Niketan, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,77.17,28.59,"Desserts, Ice Cream",1
Pipeline Cafe,New Delhi,"Shop 37, 2nd Floor, Satyaniketan, New Delhi",Satyaniketan,77.1677935,28.5881169,"Cafe, North Indian, Chinese, Continental",2
QRO Gourmeteriia BY DARK HOUSE KAFE,New Delhi,"9, Ground Floor, Benito Juarez Marg, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.1674341,28.5879033,"Cafe, Continental, Italian, Chinese, North Indian",2
Superstar CafÌ©,New Delhi,"288, Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,77.16886461,28.58839226,"Cafe, Continental, Italian",2
TBH - The Big House Cafe,New Delhi,"37, 1st Floor, Satyaniketan, New Delhi",Satyaniketan,77.1679732,28.5882237,"Cafe, Continental, North Indian, Chinese, Mexican",2
The Biryani Co.,New Delhi,"1/33, Satyaniketan, New Delhi",Satyaniketan,77.1706691,28.5871376,"Hyderabadi, Biryani, North Indian",2
Wood Box Cafe,New Delhi,"Shop 288, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1688719,28.5886682,"Cafe, Fast Food, Italian, Chinese",2
Young Wild Free Cafe,New Delhi,"13, 1st Floor, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,77.1671645,28.5877879,"Cafe, Italian, Chinese, Continental",2
A-One Green Sweet Corner,New Delhi,"3, Mini Market, Opposite IIT Main Gate, SDA, New Delhi",SDA,77.1996828,28.5512397,"Mithai, Street Food",1
Cake Symphony,New Delhi,"C-1/8, Safdarjung Development Area, SDA, New Delhi",SDA,77.1968157,28.5465265,"Bakery, Desserts",2
Charu Nanda's Home Baked Cakes,New Delhi,"C-2/33, SDA, New Delhi",SDA,77.1964548,28.5462204,"Bakery, Desserts",1
Costa Coffee,New Delhi,"C-15, DDA, Commercial Complex, SDA, New Delhi",SDA,77.1968785,28.5466246,Cafe,2
IndoCheen,New Delhi,"C-21, SDA Market, SDA, New Delhi",SDA,77.1967259,28.5464283,Chinese,2
The Staircase Cafe by Doggy Style,New Delhi,"Shop C-15, Mezzanine Floor, SDA, New Delhi",SDA,77.1967259,28.5463387,"Continental, Italian",2
Twisted Tacos,New Delhi,"Ground Floor, C 7/1, SDA Market, SDA, New Delhi",SDA,77.1969954,28.546723,Mexican,2
Typsy Crow,New Delhi,"C 8, 2nd Floor, SDA, New Delhi",SDA,77.1972261,28.5467864,"North Indian, Continental",3
Urban Dhaba,New Delhi,"C-6, Opposite IIT Main Gate, SDA, New Delhi",SDA,77.1969505,28.5467635,"North Indian, Chinese, Mughlai",2
Barista,New Delhi,"C-17, SDA Market, SDA, New Delhi",SDA,77.1966218,28.5465078,Cafe,2
Keventers,New Delhi,"C 14, Ground Floor, Community Center, SDA Market, SDA, New Delhi",SDA,77.1968157,28.5465265,Beverages,1
Little Punjab,New Delhi,"C-6, Commercial Complex, SDA, New Delhi",SDA,77.1969056,28.5468937,North Indian,1
Miam,New Delhi,"C 2/33, SDA, New Delhi",SDA,77.1968157,28.5465265,"Bakery, Desserts",2
Maharaja Food Club,New Delhi,"Building 1E/2, Jia Sarai, Near IIT, SDA, New Delhi",SDA,77.1957825,28.5465624,North Indian,1
Sugar Rush,New Delhi,"C-2/54, Development Area, SDA, New Delhi",SDA,77.1996906,28.551193,"Bakery, Mithai",1
Tippy Tippy Tap,New Delhi,"Street 3, Patel Garden, Sector 15, Dwarka","Sector 15, Dwarka",77.20319497,28.6707758,"Bakery, Fast Food",1
Alaturka,New Delhi,"G-64, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21908394,28.52912861,Turkish,2
Chicago Pizza,New Delhi,"G/21-A, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21942861,28.52857541,Pizza,2
Fast Trax,New Delhi,"Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21819479,28.528614,Fast Food,1
Khan Chacha,New Delhi,"G-3, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.2193637,28.5281463,Mughlai,2
Pa Pa Ya,New Delhi,"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket",77.21869837,28.52845641,"Asian, Chinese, Thai, Japanese",4
Barista,New Delhi,"F-62, 1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21923247,28.52843667,Cafe,2
Bings Cafe,New Delhi,"2nd Floor, Select City Walk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21932769,28.52869471,"Korean, Beverages, Desserts",2
Fat Lulu's,New Delhi,"Unit 6, The Square, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21956339,28.52923878,"Pizza, Italian",3
Harry's Bar + Cafe,New Delhi,"S-4, 2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21951075,28.52911683,"Mediterranean, American, Asian",3
Joy Luck Moon,New Delhi,"S-10, 2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21960329,28.52849352,Chinese,3
Keventers,New Delhi,"Ground Floor, High Street, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21866552,28.52845965,Beverages,1
L'Opera,New Delhi,"G-47, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21894782,28.52872505,"Bakery, Desserts, Fast Food",1
Pita Pit,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21956339,28.52923878,"Healthy Food, Salad",2
Saravana Bhavan,New Delhi,"Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21873961,28.52853329,South Indian,2
Starbucks,New Delhi,"Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21905142,28.52862637,Cafe,2
The Coffee Bean & Tea Leaf,New Delhi,"1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.2193637,28.5285945,Cafe,2
The Coffee Bean & Tea Leaf,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21935116,28.52866378,Cafe,2
Habibi Express,New Delhi,"My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21961837,28.52876718,"Lebanese, Arabian, Moroccan",2
Andrea's Eatery,New Delhi,"Shop 48A-51, First Floor, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket",77.21872788,28.52832061,"Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American",4
Drool Waffles,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.2194535,28.52941,Desserts,2
Elma's at Good Earth,New Delhi,"3rd Floor, Select Citywalk Mall, Inside Good Earth Store, Saket, New Delhi","Select Citywalk Mall, Saket",77.21925493,28.52860163,"Cafe, Continental, Italian",3
HÌ_agen-Dazs,New Delhi,"E-4W, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.219309,28.529136,"Desserts, Ice Cream",2
Krispy Kreme,New Delhi,"1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21951913,28.5292155,"Desserts, Beverages",1
Movenpick,New Delhi,"2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21938971,28.52869412,"Ice Cream, Desserts",2
Punjab Grill,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket",77.21932769,28.52869471,"North Indian, Mughlai",3
Aapka Bhojanalaya,New Delhi,"136/3, Main Road, Maujpur, Shahdara, New Delhi",Shahdara,77.2730427,28.6894334,"North Indian, Fast Food, South Indian",1
Aayana Foods,New Delhi,"115, Nehar Bazar, Maujpur, Shahdara, New Delhi",Shahdara,77.27560167,28.684835,"North Indian, Mughlai",1
Aggarwal Sweet India,New Delhi,"Main Nathu Colony Chowk, 100 Feet Road, Shahdara, New Delhi",Shahdara,77.291919,28.689547,"Mithai, Street Food",1
Amchur,New Delhi,"1/6966, Babarpur Road, Shivaji Park, Shahdara, New Delhi",Shahdara,77.2858644,28.6816566,North Indian,1
Anand Ji de Choley Bhatoore,New Delhi,"Opposite Green Field School, Naveen, Shahdara, New Delhi",Shahdara,77.2833919,28.6778187,North Indian,1
Annapoorna,New Delhi,"Loni Road, Near Red Light, Shahdara, New Delhi",Shahdara,77.2919252,28.6890869,Street Food,1
Big Bite,New Delhi,"Z 1, Naveen, Shahdara, New Delhi",Shahdara,77.2849008,28.6771305,"North Indian, Chinese, Fast Food",1
Ceaser Fast Food Centre,New Delhi,"C-1, Naveen, Shahdara, New Delhi",Shahdara,77.2858595,28.6765638,"North Indian, Mughlai",2
Chanana Ice Cream Parlour,New Delhi,"1539, Hanuman Road, Rohtas Nagar, Shahdara, New Delhi",Shahdara,77.2882128,28.6786503,Ice Cream,1
Chaska,New Delhi,"C-37, Near Shanti Nursing Home, Naveen Shahdara, Panchsheel Garden, Shahdara, New Delhi",Shahdara,77.28182551,28.6780127,North Indian,1
Chowranghee,New Delhi,"C-1, Main Market, Naveen Shahdara, Shahdara, New Delhi",Shahdara,77.2857063,28.6764855,Fast Food,1
Darbaar Chicken,New Delhi,"66, Main Road, Maujpur, Shahdara, New Delhi",Shahdara,77.2764747,28.686874,"North Indian, Mughlai",2
Dilli Darbar,New Delhi,"C-448, Main 100 Feet Road, Chajjupur, Durgapuri, Shahdara, New Delhi",Shahdara,77.2866681,28.6895052,"North Indian, Chinese, South Indian",1
Domino's Pizza,New Delhi,"B-10, Ground Floor, Adjacent ICICI Bank, Jyoti Nagar, Shahdara, New Delhi",Shahdara,77.2917395,28.6917695,"Pizza, Fast Food",2
Empire,New Delhi,"1551, Bhagat Singh Market, Babarpur Road, Shahdara, New Delhi",Shahdara,77.2886473,28.6776481,Street Food,1
Giani,New Delhi,"C 2/165, Behind Government School, Yamuna Vihar, Near Shahdara, Shahdara, New Delhi",Shahdara,77.2768369,28.7004755,"Ice Cream, Desserts",1
Goldy Da Dhaba,New Delhi,"1/9151 West Rohtash Nagar, Shahdara, New Delhi",Shahdara,77.288283,28.677394,North Indian,1
Gufa Restaurant,New Delhi,"Shop 250, Main Babarpur Chowk, Shahdara, New Delhi",Shahdara,77.2784798,28.6890835,"Chinese, North Indian",1
Gulshan,New Delhi,"Near Taxi Stand, Shahdara, New Delhi",Shahdara,77.2904437,28.67574,North Indian,2
Hira Sweets,New Delhi,"1157/1, Main Road, Rohtash Nagar, Shahdara, New Delhi",Shahdara,77.2889304,28.6775448,Mithai,1
Hot Shop,New Delhi,"E1, Naveen Shahdara, Shahdara, New Delhi",Shahdara,77.286891,28.6760803,Chinese,1
Janta Eating House,New Delhi,"Loni Road, Shahdara, New Delhi",Shahdara,77.292231,28.6822218,North Indian,1
Madras Cafe,New Delhi,"V 23, Main Hanuman Road, Naveen Shahdara, Shahdara, New Delhi",Shahdara,77.2853657,28.67692,"South Indian, Fast Food",1
Mitra Da Dhaba & Caterers,New Delhi,"Babarpur Road, Opposite Hera Namkeen, Shahdara, New Delhi",Shahdara,77.2887963,28.6777524,North Indian,1
Mr. Momo,New Delhi,"Y-18, Naveen Shahdara, Near Madonna Salon, Shahdara, New Delhi",Shahdara,77.2845496,28.6773618,"Fast Food, Chinese",1
New Anand Sagar,New Delhi,"C-1/1A, Yamuna Vihar, Wazirabad Road, Shahdara, New Delhi",Shahdara,77.27249913,28.70246031,"North Indian, Chinese, Street Food",1
New Tayal's Restaurant,New Delhi,"1/7184, Shivaji Park, Shahdara, New Delhi",Shahdara,77.2864389,28.6823632,"Chinese, South Indian",1
Paramjeet Fish & Chicken Point,New Delhi,"Near Bhero Mandir, Loni Road, Shahdara, New Delhi",Shahdara,77.2924322,28.6762995,North Indian,2
Pizza Diet,New Delhi,"C-2/166, Main Jain Mandir Road, Yamuna Vihar, Shahdara, New Delhi",Shahdara,77.2768961,28.7004582,"Pizza, Fast Food",1
