Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Price range
Denny's,Abu Dhabi,"Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",54.38279729,24.49550307,American,4
Famous Dave's Barbecue,Abu Dhabi,"Near The One, Level 3, Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)",54.38294616,24.49569253,American,4
Pizza Di Rocco,Abu Dhabi,"Near Corner of Salam and Al Falah Street (9th Street), Salam Street, Al Dhafrah, Abu Dhabi",Al Dhafrah,54.38193094,24.48557932,"Italian, Pizza",3
Sofra Istanbul,Abu Dhabi,"Next to ADNOC Petrol Station, Muroor Road, Al Dhafrah, Abu Dhabi",Al Dhafrah,54.37127855,24.47756501,"Turkish, Arabian, Middle Eastern",2
Salt,Abu Dhabi,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",Al Mushrif,54.38080709,24.4543119,"Fast Food, Burger",3
Genghis Grill,Abu Dhabi,"Level 2, Al Wahda Mall New Extension, Al Wahda, Abu Dhabi","Al Wahda Mall, Al Wahda",54.37500816,24.47083582,Asian,4
Olive Garden,Abu Dhabi,"Level 3, Al Wahda Mall Extension, Al Wahda, Abu Dhabi","Al Wahda Mall, Al Wahda",54.37332205,24.46936983,"Italian, Pizza",4
Cho Gao - Crowne Plaza Abu Dhabi,Abu Dhabi,"Crowne Plaza Abu Dhabi, Sheikh Hamdan Bin Mohammed Street, Al Markaziya, Abu Dhabi","Crowne Plaza Abu Dhabi, Al Markaziya",54.365694,24.491235,"Thai, Japanese, Chinese, Indonesian, Vietnamese",4
Gazebo,Abu Dhabi,"Ground Level, Next to E-Max, Dalma Mall, Mussafah Sanaiya, Abu Dhabi","Dalma Mall, Mussafah Sanaiya",54.52412188,24.33421694,"Indian, North Indian, Mughlai, Biryani",3
Sangeetha Vegetarian Restaurant,Abu Dhabi,"Opposite Cristal Hotel, Behind KM Trading, Electra Street, Madinat Zayed, Abu Dhabi",Madinat Zayed,54.36377607,24.48525254,"Indian, South Indian",2
Hot Palayok,Abu Dhabi,"Food Court, Level 2, Madinat Zayed Shopping Centre, Madinat Zayed, Abu Dhabi","Madinat Zayed Shopping Centre, Madinat Zayed ",54.36615754,24.48277094,"Filipino, Japanese, Asian",3
Applebee's,Abu Dhabi,"Level 3, Mushrif Mall, Al Mushrif, Abu Dhabi","Mushrif Mall, Al Mushrif",54.41314146,24.43409939,"American, Mexican, Seafood",4
Tikka Tonight,Abu Dhabi,"Behind RAK Bank, Sanaiya ME11, Mussafah Sanaiya, Abu Dhabi",Mussafah Sanaiya,54.51003961,24.36312973,"Pakistani, Afghani, Indian, Hyderabadi",2
Bait El Khetyar,Abu Dhabi,"Al Najda Street, Najda, Abu Dhabi",Najda,54.37143378,24.48841145,"Lebanese, Arabian, Middle Eastern",2
Indian By Nature,Abu Dhabi,"Shop 2-3, Tolico Building, Behind Lebanese Roastery, Near National Hospital, Najda, Abu Dhabi",Najda,54.37324997,24.48959102,Indian,3
Via Delhi,Abu Dhabi,"Near First Flight Couriers, Behind ADNOC Head Office, Salam Street, Najda Area, Najda, Abu Dhabi",Najda,54.37422059,24.49089202,"Indian, North Indian, Chinese",3
Punjab Grill,Abu Dhabi,"Venetian Village, Ritz Carlton Abu Dhabi, Grand Canal, Al Maqtaa, Abu Dhabi","Venetian Village, Al Maqtaa",54.4872137,24.4106148,"Indian, North Indian",4
Tamba,Abu Dhabi,"6th Floor, World Trade Centre Mall, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya",54.358147,24.488161,Indian,4
P.F. Chang's,Abu Dhabi,"Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya",54.35782894,24.48761082,Chinese,4
The Cheesecake Factory,Abu Dhabi,"Level 1, Yas Mall, Yas Leisure Dr, Yas Island, Abu Dhabi","Yas Mall, Yas Island",54.60685361,24.49053138,"American, Desserts",4
Jahanpanah,Agra,"E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,78.01154444,27.16166111,"North Indian, Mughlai",3
Rangrezz Restaurant,Agra,"E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,0,0,"North Indian, Mughlai",2
Time2Eat - Mama Chicken,Agra,"Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,78.01160797,27.16083249,North Indian,2
Chokho Jeeman Marwari Jain Bhojanalya,Agra,"1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",Civil Lines,77.99809167,27.19592778,Rajasthani,2
Pinch Of Spice,Agra,"23/453, Opposite Sanjay Cinema, Wazipura Road, Sanjay Place, Civil Lines, Agra",Civil Lines,78.00755278,27.201725,"North Indian, Chinese, Mughlai",3
MoMo Cafe,Agra,"Courtyard by Marriott Agra, Phase 2, Fatehabad Road, Tajganj, Agra","Courtyard by Marriott Agra, Tajganj",0,0,"North Indian, European",4
Peshawri - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj",78.044095,27.160934,"North Indian, Mughlai",4
Taj Bano - ITC Mughal,Agra,"ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj",78.044095,27.160934,Mughlai,4
G Thal,Agra,"3/20, KPS Tower, Near Tulsi Talkies, Bypass Road, Khandari, Agra",Khandari,0,0,"Rajasthani, Gujarati, Mughlai",3
Dawat-e-Nawab - Radisson Blu,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj",78.057044,27.163303,"North Indian, Mughlai",4
The Latitude - Radisson Blu,Agra,"Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj",78.057044,27.163303,"North Indian, Chinese, Continental",1
Dasaprakash Restaurant,Agra,"Meher Cinema Complex, Gwalior Road, Rakabganj, Agra",Rakabganj,78.01505278,27.16510833,"South Indian, Desserts",2
The Charcoal Chimney,Agra,"Hotel Samovar, Fatehabad Road, Tajganj, Agra",Tajganj,78.04299,27.159795,"North Indian, Chinese, Continental, Mughlai",3
Sheroes Hangout,Agra,"Opposite The Gateway Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,78.040165,27.16185,"Cafe, North Indian, Chinese",1
Bon Barbecue,Agra,"Parador Hotel, 3A-3B, Phase 1, Fatehabad Road, Taj Nagri, Tajganj, Agra",Tajganj,0,0,"North Indian, Chinese, Continental",4
Chapter 1 Cafe,Agra,"1374 K/1375 K, 2nd floor, Dinesh Nagar, Fatehbad Road, Tajganj, Agra",Tajganj,0,0,"Cafe, Italian, Mexican, North Indian, Continental",1
Pind Balluchi,Agra,"Opposite Saga Emporium, Fatehabad Road, Tajganj, Agra",Tajganj,78.04725,27.15777222,"North Indian, Mughlai",3
Pizza Hut,Agra,"8, Handicraft Nagar, Fatehabad Road, Tajganj, Agra",Tajganj,78.03471389,27.16169444,"Italian, Pizza",2
Tea'se Me - Rooftop Tea Boutique,Agra,"Near Purani Mandi Crossing,Fatehabad Road, Tajganj, Agra",Tajganj,0,0,"Chinese, Italian, Continental, North Indian",3
Thaaliwala,Agra,"Next To ITC Mughal Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,78.045359,27.158822,"North Indian, Fast Food",2
650 - The Global Kitchen,Ahmedabad,"Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Ambavadi,72.5375741,23.01045111,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",3
Patang - The Revolving Restaurant,Ahmedabad,"Chinubhai Tower, Nehru Bridge Corner, Ashram Road, Ahmedabad",Ashram Road,72.572009,23.0261651,"Continental, Chinese, North Indian",4
Huber & Holly,Ahmedabad,"7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Bodakdev,72.5123947,23.0383109,"Ice Cream, Desserts, Continental",1
@Mango,Ahmedabad,"Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Bodakdev,72.5017644,23.0401633,"North Indian, Continental, Mexican, Italian",3
Fozzie's Pizzaiolo,Ahmedabad,"Ground Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Bodakdev,72.5098065,23.0330688,"Pizza, Italian, Beverages, Desserts",3
La Pino'z Pizza,Ahmedabad,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Bodakdev,72.5124872,23.0382314,"Pizza, Italian",2
Mocha,Ahmedabad,"6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Bodakdev,72.511307,23.0318508,"Cafe, Continental, Desserts",3
Blue -  Rooftop Cafe Restaurant Bistro,Ahmedabad,"10th Floor, Balaji Heights Buliding, Behind Tanishq Showroom, C G Road, Ahmedabad",C G Road,72.5570374,23.0290619,"North Indian, Cafe, Italian, Mexican, Continental",3
MoMo CafÌ© - Courtyard By Marriott,Ahmedabad,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad","Courtyard By Marriott, Satellite",72.5115815,23.027929,"North Indian, South Indian, Asian, Continental",3
Cryo Lab,Ahmedabad,"Ground Floor, Arjun Avenue, Opposite Samartheshwar Mahadev, Law Garden, Ahmedabad",Ellis Bridge,72.55998429,23.02874796,"Desserts, Ice Cream",2
Swati Snacks,Ahmedabad,"Near Law Garden, Ellis Bridge, Ahmedabad",Ellis Bridge,72.55903311,23.02443364,"Fast Food, Street Food, South Indian",2
Brick Kitchen,Ahmedabad,"At Five Petals Hotel & Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ghatlodia,72.5316389,23.0643038,"North Indian, Chinese, Continental",3
Kabir Restaurant,Ahmedabad,"JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Gurukul,72.5239649,23.04850469,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",2
Puffizza,Ahmedabad,"103, Kairos, Opposite Mahatma Gandhi Labour Institute, Drive In Road, Gurukul, Ahmedabad",Gurukul,72.53774978,23.04619268,"Italian, Fast Food",2
Cafe Alfresco,Ahmedabad,"101, Dynamic House, Vijay Cross Road, Above HDFC Bank, Opposite Child Care Hospital, Navrangpura, Ahmedabad",Navrangpura,72.5498285,23.0437235,"Cafe, Beverages, Desserts, Pizza",2
The Cafe Baraco,Ahmedabad,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Navrangpura,72.5504755,23.0443367,"Cafe, Italian",2
Nini's Kitchen,Ahmedabad,"12, First Floor, Camps Corner 2, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Prahlad Nagar,72.5072645,23.0117723,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",3
Yanki Sizzlers,Ahmedabad,"4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Thaltej,72.5181257,23.0534466,"Continental, Italian, Chinese",3
The Garden Cafe - The Fern,Ahmedabad,"The Fern, Near Sola Overbridge, S G Highway, Sola, Ahmedabad","The Fern, Sola",72.5222172,23.0640914,"North Indian, Italian, Asian, South Indian",3
Mazzo,Ahmedabad,"27, Sunshine Villa, Sunrise Park Society, Vastrapur, Ahmedabad",Vastrapur,72.5281083,23.0418026,"Cafe, American, Continental, Armenian, Fast Food",2
Turquoise Villa,Ahmedabad,"Ground Floor, Shanay - 1, Near AMA, IIM Road, Vastrapur, Ahmedabad",Vastrapur,72.5434513,23.0285142,Continental,3
Austin's BBQ and Oyster Bar,Albany,"2820 Meredyth Dr, Albany, GA 31707",Albany,-84.221535,31.610387,"BBQ, Burger, Seafood",2
BJ's Country Buffet,Albany,"2401 Dawson Rd, Albany, GA 31707",Albany,-84.207095,31.608743,"American, BBQ",1
Cookie Shoppe,Albany,"115 N Jackson St, Albany, GA 31701",Albany,-84.154,31.5772,,1
El Vaquero Mexican Restaurant,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,-84.2194,31.6158,Mexican,1
Elements Coffee Co - Northwest,Albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",Albany,-84.206944,31.622412,"Coffee and Tea, Sandwich",1
Pearly's Famous Country Cookng,Albany,"814 N Slappey Blvd, Albany, GA 31701",Albany,-84.1759,31.5882,,1
Chick-fil-A,Albany,"2703 Dawson Rd, Albany, GA 31707",Albany,-84.2193,31.616,Fast Food,1
Guang Zhou Chinese Restaurant,Albany,"1214 N Westover Blvd, Albany, GA 31707",Albany,-84.2091458,31.6155186,"Asian, Chinese, Vegetarian",1
Harvest Moon,Albany,"2347 Dawson Road, Albany, GA 31707",Albany,-84.205718,31.604905,"Pizza, Bar Food, Sandwich",2
Henry Campbell's Steakhouse,Albany,"629 N. Westover Blvd, Albany, GA 31707",Albany,-84.223278,31.612121,"Steak, Tapas, Bar Food",4
Hong Kong Cafe,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,-84.2191,31.6156,"Chinese, Seafood, Vegetarian",2
House of China Restaurant II,Albany,"2526 Dawson Rd Ste A, Albany, GA 31707",Albany,-84.212,31.6104,Chinese,1
Jimmie's Hot Dogs,Albany,"204 S Jackson St, Albany, GA 31701",Albany,-84.1534,31.5751,,1
Locos Grill & Pub,Albany,"547 N Westover Blvd, Albany, GA 31707",Albany,-84.2228,31.6077,"American, Burger, Sandwich",2
Longhorn Steakhouse,Albany,"2733 Dawson Rd, Albany, GA 31707",Albany,-84.2229,31.6185,"American, Steak",2
Mikata Japanese Steakhouse,Albany,"2610 Dawson Rd, Albany, GA 31707",Albany,-84.2164,31.6137,"Japanese, Steak, Sushi",3
Shogun Japanese Steak House,Albany,"629 N Westover Blvd, Albany, GA 31707",Albany,-84.2233,31.6118,"Japanese, Steak, Sushi",3
The Catch Seafood Room & Oyster Bar,Albany,"2332 Whispering Pines Road, Albany, GA 31707",Albany,-84.205025,31.605882,"Seafood, Tapas, Bar Food",3
Villa Gargano,Albany,"1604 N Slappey Blvd, Albany, GA 31701",Albany,-84.1757,31.5985,"Italian, Pizza",1
3 Squares Diner,Albany,"202 W Franklin St, Sylvester, GA 31791",Sylvester,-83.8389,31.5308,"American, Breakfast, Diner",1
Aryan Family's Delight,Allahabad,"Ground Floor, Vinayak City Centre, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,81.834502,25.454648,"North Indian, South Indian, Fast Food",3
Bean Here,Allahabad,"Vinayak Pushp, 77 Elgin Road, Near Florista, Civil Lines, Allahabad",Civil Lines,81.83316667,25.45343611,"Cafe, Fast Food",2
Bikanerwala,Allahabad,"2A, JMD Bhawan, Strachey Road, Civil Lines, Allahabad",Civil Lines,81.832616,25.451517,"North Indian, Street Food, Fast Food",3
Dewsis,Allahabad,"2, MG Marg, Opposite Hanuman Mandir, Civil Lines, Allahabad",Civil Lines,0,0,"North Indian, Chinese",3
Friends Forever,Allahabad,"13/13, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,81.835585,25.457687,"North Indian, Chinese",3
Hotel Ravisha Continental,Allahabad,"57 A, Purshottamdas Tandon Marg, Civil Lines, Allahabad",Civil Lines,0,0,"North Indian, South Indian, Chinese",3
KFC,Allahabad,"P Square Mall, Civil Lines, Allahabad",Civil Lines,81.839744,25.449659,"American, Fast Food",3
McDonald's,Allahabad,"Shop 4, 34-B, M G Marg, Civil Lines, Allahabad",Civil Lines,81.834279,25.450329,Fast Food,2
Pind Balluchi,Allahabad,"5-A, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,0,0,"North Indian, Mughlai",3
Pizza Hut,Allahabad,"31/31, Sardar Patel Marg, Civil Lines, Allahabad",Civil Lines,0,0,"Italian, Pizza",3
Subway,Allahabad,"207/53, Mahatma Gandhi Marg, Civil Lines, Allahabad",Civil Lines,0,0,"Fast Food, American, Salad, Healthy Food",2
Tandoor Restaurant,Allahabad,"17/33, Mahatama Gandhi Marg, Civil Lines, Allahabad",Civil Lines,81.860187,25.443994,"North Indian, Chinese",3
The BrewMaster,Allahabad,"Near Vishal Megamart, Civil Lines, Allahabad",Civil Lines,81.83279631,25.45164569,"North Indian, Chinese, Italian",1
The Tamarind Tree,Allahabad,"60 C, Thornhill Road, Civil Lines, Allahabad",Civil Lines,81.834841,25.459775,"South Indian, Chinese",3
Cafe El Chico,Allahabad,"24, Mahatma Gandhi, Civil Lines, Allahabad",Civil Lines,81.83616667,25.44987222,"Continental, Italian",4
Eat On,Allahabad,"Palace Compound, Near Palace Cinema, MG Marg, Civil Lines, Allahabad",Civil Lines,81.834236,25.450377,North Indian,1
Hot Stuff,Allahabad,"21 C, Lal Bhadhur Shastri Marg, Civil Lines, Allahabad",Civil Lines,81.841889,25.45235,"North Indian, Fast Food",3
Paradise,Allahabad,"19/35, MG Marg, Civil Lines, Allahabad",Civil Lines,81.83168056,25.45031667,"Desserts, Fast Food",3
Sagar Ratna,Allahabad,"3/3, Near Balson Crossing, Hashimpur Road, Tagore Town, Allahabad",Tagore Town,81.859682,25.457116,"South Indian, North Indian, Chinese, Continental",2
Moti Mahal Delux,Allahabad,"Second Floor, Vinayak City Center Mall, SP Marg, Civil Lines, Allahabad","Vinayak City Centre Mall, Civil Lines",81.834492,25.454697,"Mughlai, North Indian, Chinese",3
Makhan Fish and Chicken Corner,Amritsar,"21-A, Near Madaan Hospital, Majitha Road, Basant Nagar, Amritsar",Basant Nagar,74.884359,31.64362,"North Indian, Chinese",2
Charming Chicken,Amritsar,"Shop 3, Opposite Nari Nikaten, Majithia Road, Near Basant Nagar, Amritsar",Basant Nagar,74.884384,31.644532,North Indian,1
Ahuja Milk Bhandar,Amritsar,"Dhab Khatikan, Near Hindu College, Hathi Gate, Amritsar",Hathi Gate,0,0,Beverages,1
Crystal Restaurant,Amritsar,"Crystal Chowk, Queens Road, INA Colony, Amritsar",INA Colony,74.875878,31.635658,"North Indian, Mughlai",3
Brijwasi Chat Bhandar,Amritsar,"Crystal Chowk, Cooper Road, Near INA Colony",INA Colony,74.87575556,31.63488333,Street Food,1
Bubby Fish & Chicken Corner,Amritsar,"Near Crystal Chowk, Cooper Road, INA Colony, Amritsar",INA Colony,74.875828,31.635671,North Indian,1
Bon Gateau,Amritsar,"SCF 27, C Block Market, Ranjit Avenue, Amritsar",Ranjit Avenue,0,0,"Cafe, Bakery, Fast Food",2
The Yellow Chilli,Amritsar,"108, GRD Towers, District Shopping Center, Ranjit Avenue, Amritsar",Ranjit Avenue,74.86276111,31.65558889,"North Indian, Mughlai, Chinese",3
La Roma Pizzeria,Amritsar,"SCO 6, District Shopping Complex, Ranjit Avenue, Amritsar",Ranjit Avenue,74.86299167,31.65044167,"Fast Food, Italian",2
Sakhis Watz Kukin,Amritsar,"M 47, Green Avenue, opp Main Park, Amritsar",Ranjit Avenue,74.8649101,31.6466891,"North Indian, Chinese",2
The Kulcha Land,Amritsar,"Opposite M.K Hotel, District Shopping Centre, Ranjit Avenue, Amritsar",Ranjit Avenue,74.86416667,31.65319167,"North Indian, Street Food",1
Shudh Restaurant,Amritsar,"Opposite Gurudwara Saragarhi, Near Dharm Singh Market Chowk, Fuwara, Town Hall, Amritsar",Town Hall,74.87981389,31.62404722,"North Indian, South Indian, Chinese, Fast Food",2
Bade Bhai Ka Brothers' Dhaba,Amritsar,"Near Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,74.87461944,31.62394722,"North Indian, Fast Food",2
Bharawan Da Dhaba,Amritsar,"Near Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,74.87833333,31.62615278,"North Indian, Fast Food",2
Brothers Dhaba,Amritsar,"Golden Temple Out Road, Opposite Amritsar Municipal Corporation, Town Hall, Amritsar",Town Hall,74.877666,31.625981,North Indian,2
Brothers' Amritsari Dhaba,Amritsar,"Phawara Chowk, Town Hall, Amritsar",Town Hall,74.87957778,31.62261111,North Indian,2
Gurdas Ram Jalebi Wala,Amritsar,"Near Golden Temple, Town Hall, Amritsar",Town Hall,0,0,Mithai,1
Kesar Da Dhabha,Amritsar,"Near Telephone Exchange, Chowk Passian, Shastri Market, Near Town Hall, Amritsar",Town Hall,74.873005,31.624386,North Indian,2
Beera Chicken Corner,Amritsar,"Opposite Bandari Hospital, Sehaj Avenue, Majitha Road, Near White Avenue, Amritsar",White Avenue,74.883997,31.641991,North Indian,2
Surjit Food Plaza,Amritsar,"Shop 4, Nehru Shopping Complex, Lawrence Road, White Avenue, Amritsar",White Avenue,74.877002,31.644818,North Indian,3
Kanha Sweets,Amritsar,"Shop 1, Opposite Bijli Pehalwan Mandir, Lawrence Road, White Avenue, Amritsar",White Avenue,0,0,Fast Food,1
Timboo Cafe,Ankara,"Armada AVM, Kat -1, EskiÅÙehir Yolu, No 6, Yenimahalle, Ankara","Armada AVM, SÌ_€ÙÌ_tÌ_zÌ_, Yenimahalle",32.80924722,39.91320556,Cafe,3
Hattena Hatay  Sofras€±,Ankara,"Balgat Mahallesi, Osmanl€± Caddesi, No 41/A, Ìàankaya, Ankara",Balgat,32.82121389,39.90597222,Kebab,3
MasabaÅÙ€± KebapÌ_€±s€±,Ankara,"Balgat Mahallesi, Ziyabey Caddesi, No 35, Ìàankaya, Ankara",Balgat,32.8203,39.91069722,"Kebab, Turkish Pizza",3
Turta Home Cafe,Ankara,"Mutlukent Mahallesi, 1944. Cadde, 1948. Sokak, No 15, Ìàankaya, Ankara",Ìàayyolu,32.70474167,39.89479444,"Cafe, Desserts",2
Liva,Ankara,"Ìàukurambar Mahallesi, Muhsin Yaz€±c€±o€Ùlu Caddesi, No 3, Ìàankaya, Ankara",Ìàukurambar,32.809146,39.904709,"Patisserie, Coffee and Tea",2
MeÅÙhur Tavac€± Recep Usta,Ankara,"GÌ_zeltepe Mahallesi, Dikmen Vadisi, HoÅÙdere GiriÅÙi, Ìàankaya, Ankara",Dikmen,32.84618889,39.88487222,Kebab,3
Ìàukura€Ùa Sofras€±,Ankara,"Emek Mahallesi, Bosna Hersek Caddesi, No 22/C, Ìàankaya, Ankara",Emek,32.81883333,39.91666667,"Kebab, Izgara",3
Gaga Manjero,Ankara,"Gazi Osman PaÅÙa Mahallesi, Filistin Caddesi, No 21, Ìàankaya, Ankara",Gazi Osman PaÅÙa,32.8698,39.89823889,World Cuisine,3
Cafemiz,Ankara,"GaziosmanpaÅÙa Mahallesi, Arjantin Caddesi, No 19, Ìàankaya, Ankara",Gazi Osman PaÅÙa,32.86568333,39.89787222,"World Cuisine, Mexican, Italian",4
Nusr-Et,Ankara,"GaziosmanpaÅÙa Mahallesi, Å_ehit Ì_mer Haluk Sipahio€Ùlu Sokak, No 8, Ìàankaya, Ankara",Gazi Osman PaÅÙa,32.86483333,39.89966667,Steak,4
Kebap 49,Ankara,"Remzi O€Ùuz Ar€±k Mahallesi, Tunal€± Hilmi Caddesi, BÌ_lten Sokak, No 5, Ìàankaya, Ankara",Kavakl€±dere,32.86014444,39.90727222,"Kebab, Turkish Pizza",3
Timboo Cafe,Ankara,"Kentpark AVM, Kat -1, Mustafa Kemal Mahallesi, EskiÅÙehir Yolu 7.km, No 164, Ìàankaya, Ankara","Kentpark AVM, ÌÏniversiteler, Ìàankaya",32.776255,39.908957,Cafe,3
MeÅÙhur Ì_zÌ_elik Aspava,Ankara,"KÌ_Ì_Ì_k Esat Mahallesi, Esat Caddesi, No 110/C, Ìàankaya, Ankara",KÌ_Ì_Ì_k Esat,32.86663333,39.90663611,"Kebab, Turkish Pizza",2
Y€±ld€±z Aspava,Ankara,"KÌ_Ì_Ì_k Esat Mahallesi, Esat Caddesi, No 110/25, Ìàankaya, Ankara",KÌ_Ì_Ì_k Esat,32.86660833,39.90656944,"Kebab, Turkish Pizza, DÌ_ner",2
The Bigos,Ankara,"Mahallesi, Selanik 2 Caddesi, No 61/A, Ìàankaya, Ankara",K€±z€±lay,32.85791667,39.91668611,Cafe,3
MasabaÅÙ€±,Ankara,"Kocatepe Mahallesi, MithatpaÅÙa Caddesi, No 62/A, Ìàankaya, Ankara",K€±z€±lay,32.85986667,39.91914444,"Kebab, Turkish Pizza",3
Zigana Pide,Ankara,"Macun Mahallesi, Erciyes €¡ÅÙyerleri Sitesi, 201. Cadde, No 6, Yenimahalle, Ankara",MacunkÌ_y,32.76337778,39.94627778,Turkish Pizza,2
DÌ_vero€Ùlu,Ankara,"Maltepe Mahallesi, GenÌ_lik Caddesi, No 28, Ìàankaya, Ankara",Maltepe,32.84274167,39.92253611,"Kebab, Desserts, Turkish Pizza",3
DÌ_vero€Ùlu,Ankara,"ÌÏmitkÌ_y Mahallesi, 2432. Cadde (8. Cadde), No 113, Ìàankaya, Ankara",ÌÏmitkÌ_y,32.701775,39.89156389,"Kebab, Desserts, Turkish Pizza",3
Pizza €¡l Forno,Ankara,"Y€±ld€±zevler Mahallesi, 720. Sokak, No 2/B, Ìàankaya, Ankara",Y€±ld€±zevler,32.86021667,39.87623889,Pizza,2
Whitebull Hotel,Armidale,"117 Marsh St, Armidale, NSW",Armidale,151.6688792,-30.5147169,"Bar Food, Steak",2
Last Resort Grill,Athens,"184 W Clayton St, Athens, GA 30601",Athens,-83.378273,33.957999,"American, Southern, Southwestern",3
Mama's Boy Restaurant,Athens,"197 Oak St, GA 30601",Athens,-83.3654,33.9535,Southern,1
Sr. Sol 1,Athens,"175 Tallassee Rd, Athens, GA 30606",Athens,-83.4293,33.9652,Mexican,1
Choo Choo Eastside,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",Athens,-83.3389,33.9259,"Japanese, Korean",1
The Grill,Athens,"171 College Ave, Athens, GA 30601",Athens,-83.375523,33.958198,"Breakfast, Burger, Sandwich",1
Big City Bread Cafe,Athens,"393 N Finley St, Athens, GA 30601",Athens,-83.384004,33.959392,"Breakfast, Sandwich",1
Clocked,Athens,"259 W Washington St, Athens, GA 30601",Athens,-83.3797,33.9584,"American, Burger, Sandwich",1
DePalma's Italian Cafe - Downtown,Athens,"401 E Broad St, Athens, GA 30601",Athens,-83.373596,33.958112,"American, Italian, Pizza",2
DePalma's Italian Cafe - East Side,Athens,"1965 Barnett Shoals Rd, Athens, GA 30605",Athens,-83.33995,33.924275,"American, Italian, Pizza",2
Five & Ten,Athens,"1073 South Milledge Ave, Athens, GA 30605",Athens,-83.3872482,33.9415545,American,3
Grit,Athens,"199 Prince Ave, Athens, GA 30601",Athens,-83.381625,33.960112,"International, Southern, Vegetarian",1
Ike & Jane,Athens,"1307 Prince Ave, Athens, GA 30606",Athens,-83.400887,33.963296,Sandwich,1
La Dolce Vita Ristorante,Athens,"323 E Broad St, Athens, GA 30601",Athens,-83.4075,33.9584,Italian,3
Shokitini,Athens,"251 W Clayton St, Athens, GA 30601",Athens,-83.379251,33.957503,"Asian, Japanese, Sushi",2
Taqueria Del Sol,Athens,"334 Prince Ave, Athens, GA 30601",Athens,-83.383605,33.960571,"Mexican, Spanish",1
The National,Athens,"232 W. Hancock Ave., Athens, GA 30601",Athens,-83.37967,33.959468,"International, Southern",3
The Royal Peasant,Athens,"1675 S. Lumpkin St., Athens, GA 30606",Athens,-83.38728,33.937502,Bar Food,1
Transmetropolitan,Athens,"145 E Clayton St, Athens, GA 30601",Athens,-83.3764,33.9584,"Italian, Pizza, Sandwich",1
Trappeze Pub,Athens,"269 N Hull St, Athens, GA 30601",Athens,-83.378881,33.958363,"Burger, Bar Food",2
Viva! Argentine Cuisine,Athens,"247 Prince Ave, Athens, GA 30601",Athens,-83.3828224,33.9600227,"Desserts, Latin American, Argentine",1
Kiss Kiss,Auckland,"1 Rocklands Avenue, Balmoral, Auckland",Balmoral,174.74808,-36.888662,Thai,2
